,author,comment,voteCount,replyCount,channel,country
709,@n.a.9241,"Das israelische Ziel ist Gaza Menschen leer zu bekommen. Israelische Premier und seine Minister haben offen verkündet, Gaza auszulöschen und eigene neue Siedlungen dort zu bauen. Dazu einen Kanal für die Schifffahrt durch Gaza zu bauen und vor Gaza auch das Gasfeld weiter zu plündern.
Parallel läuft leise die ethnische Säuberung in der Westbank.",0,0,DW Deutsch,Germany
710,@n.a.9241,"""Diese Palästinenser taugen ja nichts"" oder ""lassen wir das mal zu, damit wir da endgültig alle töten können""",0,0,DW Deutsch,Germany
711,@josejimenez3762,Spanien ist ein Nest von IS Terroristen ...seit Jahren.,0,0,DW Deutsch,Germany
712,@hamzafurkan467,"Was all die Jahre israelische Apartheid Regime durch zieht  ist  Staatsterror....Hamas ist nur ein Vorwand um israels Vertreibungen und  Kriegsverbrechen  zu legitimieren...Seit 7.Oktober wurden im Westjordanland , die nicht von Hamas regiert wird und  trotzdem da über 280 Palästinenser getötet und über 2300 verhaftet..Terror erzeugt Terror...Wenn israel gegen Hamas kämpft ist Ok.verstehe ich auch aber nicht gegen Krankenhäuser,  Schulen, Kirchen ,Moscheen gegen die Zivilbevölkerung gegen all die Frauen und Kindern !!! Wo bleiben die Menschenrechte ..? Das Recht für sauberes Wasser , Lebensmitteln, Medikamenten...? Genfer Konventionen..? Was für Russland gilt , gilt das nicht etwa für israel..? Was für ein Doppelmoral..Leider  vor allem Europa die für diese Werte sich stark gemacht hat, hat bei dieser Konflikt ihre Glaubwürdigkeit, Ernsthaftigkeit verloren und sollten ab jetzt keinen Land mehr versuchen zu belehren...",0,0,DW Deutsch,Germany
713,@timurakay6463,"Israel hat das Recht sich zu verteidigen,Auch Deutschland sagt das ,und das ist gut so. Es sind unschuldige Israelis getötet worden . Das wichtigste ist das die Geißeln befreit werden .Mag sein das 100 oder 200 Palestinensische unschuldige getötet werden ,aber dennoch ,Die Geiseln muss man befreien ,Alles andere ist egal ,Das sicht EU und auch die USA so.",0,0,DW Deutsch,Germany
714,@user-xh6cj1hd6e,palastina wird frei sein ,3,0,DW Deutsch,Germany
715,@bissigekatze23,"1:49 ich denke,es ging  euch nicht gut im Gefängnis  und unter den Hamas kann es kein gutes Leben geben.
 Manche haben doch den Überfall , am 07.10. , auf Israel gefeiert und die Geiseln bespuckt,
geschlagen .
Den Hamas sind palästinensische und israelische Menschenleben egal ",1,0,DW Deutsch,Germany
716,@AlexAlex-oz4gx,Israel muss sanktioniert werden!!!!!,0,0,DW Deutsch,Germany
717,@danielkobelt633,"Die Wahrheit ist, daß die Hamas den Waffenstillstand gebrochen hat und nur noch Tote Geiseln eintauschen wollten.",0,0,DW Deutsch,Germany
718,@danielkobelt633,Die Hilfsgüter werden weiter von der Hamas gestohlen.,0,0,DW Deutsch,Germany
719,@danielkobelt633,Wer hätte gedacht das die Hamas unter Aufsicht so vieler UNO Mitarbeitern zu einem solchem Schlag ausholen konnte.,0,0,DW Deutsch,Germany
720,@user-rg3xx3ch5u,Die Palästina-Krise wird ein Schandfleck auf der Stirn der Menschheit bleiben,0,0,DW Deutsch,Germany
721,@SonnyBrln,FREE PALESTINE,15,1,DW Deutsch,Germany
722,@pressnews8918,"Natürlich,War es HAMAS die den Frieden gebrochen haben  Deutsche Komödie Medien  Diese Medien gehören vor Kriegs Gericht,wie Mittäter eines Genozid .",0,0,DW Deutsch,Germany
723,@rosemarie2841,"Die Opfer (Schutzschilde der Hamas) in Gaza haben das Mitgefühl der Menschen! Kein Mitgefühl mit den Menschen/Kinder/Babys, die von den Hamas abgeschlachtet wurden?",0,0,DW Deutsch,Germany
724,@serifeuzun8487,Der Norden wurde Bombardiert sie wurden nach Süden geschickt... jetzt bombardieren sie Süden .Die arme Palästinenser wieviel Leid müssen sie noch ertragen .Die zwei Staaten Lösung muss eingeführt werden.,1,0,DW Deutsch,Germany
725,@kathrink7813,"Die Macht der Bilder....Vielleicht sollte Israel mal alle Bilder vom 7.10 zeigen. Manche einfällte Menschen scheinen das zu brauchen.

Jeder von der Bevölkerung in Gaza würde uns im Westen liebend gern ans Leder gehen.  Auch schon vor dem 7.10! 

Das sind kinder....Ja! Aber das sind auch die Terroristen von morgen.  Die  Jungen auf der Napola waren auch Kinder und Nazis. 

Mein Beileid hält sich in Grenzen.",0,1,DW Deutsch,Germany
726,@Berlin590,"Etwa 3 Millionen Kinder unter fünf Jahren sterben jedes Jahr an Mangel- und Unterernährung, das bedeutet, dass etwa alle zehn Sekunden ein Kind verhungert. Wenn hat DAS bis jetzt interessiert, wo sind die täglichen Berichte darüber. Warum ist das GESCHREI plötzlich jetzt so GROß. Alles Heuchler.",0,0,DW Deutsch,Germany
727,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
728,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
729,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
730,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
731,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
732,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
733,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
734,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
735,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
736,@rachidmollerus3047,Falscher Berichterstattung...aber was solls..! Netanyahu wollte den Krieg von Anfang an weiterzuführen...,0,0,DW Deutsch,Germany
737,@kaawyaani2465," Wo ist die Menschlichkeit der demokratischen Westen mit ihren Werte wie Menschenrechte ? Solidarität mit Kindermörder Frauenmörder und Zerstörungen der Lebensgrundlage der unschuldige Menschen ? 
Terror und Zerstörung egal auch wer es ausübt, ist zu verurteilen und nicht zum Komplitzen werden.",0,0,DW Deutsch,Germany
738,@borntosurvey4919,"Was? Keine Feiern mehr in Gaza? Mal ehrlich, was hat Hamas gedacht wie Israel reagiert? Hat Hams gedacht, Israel zuckt mit den Schultern und macht weiter wie vorher oder hofften sie auf ein eingreifen anderer Länder? Sieht ganz so aus, als wären die beiden Flugzeugträger vor der Küste genug um die Maulhelden aus dem Libanon und dem Iran von irgendwelchen Heldentaten abzuhalten. Die Menschen in Gaza bezahlen einen hohen Preis für die Taten der Hamas.",1,0,DW Deutsch,Germany
739,@ashketchup1093,"Offenbar trifft nur 1%? der abgefeuerten Raketen Israel, ist das der Hamas nicht bewusst?",0,0,DW Deutsch,Germany
740,@mandelzweig5453,"Man sieht christliche Liebe wieder in Gaza, sowie auch im Irak und Afghanistan",0,0,DW Deutsch,Germany
741,@hansclemensdetlef9117,"Von der Hamas, von den Islamisten ihren unterstuetzern und symatisanten",0,0,DW Deutsch,Germany
742,@at5810,Und die Welt schaut zu  so ist es immer! Ich rechtfertige Hamas nicht es ist schrecklich was er angetan hat aber Israel ist nicht besser arme Kinder ,21,14,DW Deutsch,Germany
743,JPV JPV,"Tom Segev hatte deutsche Eltern, die 1939 nach Israel ausgewandert waren, deshalb sein gutes Deutsch.",4,0,DW Deutsch,Germany
744,@gerlindelerna3466,"Sollen erst diese Islamisten keine Anschläge mehr auf Israelische Zivilisten ausüben.Die töten in Jerusalem Zivilisten an Bushaltestellen!Die dürfen daa????,Ja klar...dürfen sie das,sie sind schließlich nur Terorristen!!!Die Welt ist total verkehrt",2,0,DW Deutsch,Germany
745,@thomasgralitz6863,"Wer schießt wieder zuerst und noch während der vereinbarten Feuerpause die Hamas.
Jetzt muss sie mit aller Macht vernichtet werden. Sonst wird es langfristig viel mehr Opfer geben.",3,0,DW Deutsch,Germany
746,@fluffy-cat654,"Schlechter Titel, weil die Gewalt Gaza nie verlassen hat und auch nie verlassen wird, solange die Hamas existiert.",3,0,DW Deutsch,Germany
747,@a.tausendschon6589,"1 Bombe drauf und gut ist... sorry!
90% der Palestinenser sind Hamas Sympathisenten oder Mitglieder. Es reicht...
Anders bekommen sie das nicht in den Griff.",0,1,DW Deutsch,Germany
748,@a.tausendschon6589,1:48,2,1,DW Deutsch,Germany
749,@lammfromm4087,Nach Angaben der hamas,1,0,DW Deutsch,Germany
750,@eucitizen78,"Natürlich geht der Kampf weiter und zwar so lange bis jedes Hamas Mitglied Tod ist. Das ist die dauerhafte Lösung. Israel hat es angekündigt, sie meinen es ernst und so wird es sein. Was gibt es da zu verhandeln?",0,0,DW Deutsch,Germany
751,@SET9575,Hier wird nur die Rakete aus Palästina gesehen. Dennoch betrachtet man die Bombardierung von Israelis auf Zivilisten als angemessen.,0,0,DW Deutsch,Germany
752,@samoopusteno1277,"""Schland"" hätte für Waffenruhe appellieren sollen.
Die Unterwürfigkeit die ihr an den Tag legt ist peinlich obwohl ich kein Deutscher bin schäme ich mich Fremd weil ich hier lebe",10,10,DW Deutsch,Germany
753,@Danger_Ranger,"Die Gewalt war immer da, in Gaza! 
Die Gewalt ist in den Hamasanhängern. 
Was zum Ende führte, die Hamas hat ihre Ziele in der Waffenruhe erreicht.",0,1,DW Deutsch,Germany
754,@appletree6741,"Die Zivilbevölkerung muss von Israel besser geschützt werden, auch wenn Hamas Hospitäler und Kindergärten benutzt und sich hinter Zivilisten versteckt",0,2,DW Deutsch,Germany
755,@appletree6741,"Wenn die Hamas diesen Konflikt überlebt, dann wird sich der 7. Oktober wiederholen",0,1,DW Deutsch,Germany
756,@yunshuiseng8,"Laut dem hier Gesagten ist es im absoluten Interesse von Nethanyahu wie auch des Militärs, dass der ""Krieg"" bzw. die Zerstörung des Gazastreifens so lange wie möglich fortgeführt wird.",0,1,DW Deutsch,Germany
757,@aman6685,"Etwa 20.000 menschen wurden getötet, wie viele waren davon Hamas? Vielleicht nicht mal 10% davon.
Ganozid von Israel geht weiter. Kein Essen,Wasser, Medikamenten..ist das kein WAR CRIME? Wann endet kriminelle Occupation seitens Israel???",0,2,DW Deutsch,Germany
758,@jedeslebenistnurgeliehen4430,"heul wir sind Frauen und Kinder heul wir tun niemandem was heul, die Gaza-Araber heulen rum um Frauen und Kinder, Was haben denn die Frauen, Kinder und Säuglinge und Ungeborene euch Gaza-Arabern getan, die abgeschlachtet wurden. Ihr Gaza-Araber hättet euren geliebten Hamas am 7. Oktober am Abschlachten hindern können, denn die Hälfte von Euch sind in meinen Augen die Hamas-Terroristen.",0,0,DW Deutsch,Germany
759,@tiffker2010,"Hamas bricht die Waffenruhe, beschießt Israel, verübt einen Terroranschlag mitten in Jerusalem (schade, dass Sie dazu nicht berichten) und Sie entscheiden sich, Zivilisten aus nur Gaza zu Wort kommen zu lassen, aber nicht aus Israel - warum?",0,2,DW Deutsch,Germany
760,@davidzak9819,Israel soll Nie in frieden leben solange die palästina besetzen,0,0,DW Deutsch,Germany
761,@Chrisl.2495,"In Deutschland nimmt man die Gefahren auch zu wenig ernst , bis wieder etwas passiert",8,2,DW Deutsch,Germany
762,@AlexAlex-oz4gx,Israel muss sanktioniert werden!!!!!,1,0,DW Deutsch,Germany
763,@user-ci6rh7hf2j,"DIESE HEUCHLER 
GANZ KLAR ISRAEL HAT ES ZUGELASSEN UBD WIESO ??? Schaut auf welchen Weg der Israelische President war anhand dieser Sache kann er sein Amt weiter führen und hofft somit natürlich auf den Thron zu bleiben und dafür nimmt er alles in Kauf selbst wenn dafür tausende Menschen sterben!!!! 
Komisch das so eine Arme die Kinder sogar die Steine werfen einsperren und als Gefahr sehen aber bei so einen Angriff machen die nichts ???!!!! Also Check nur ich das oder bin ich zu blöd um 1+1 zusammen zu zählen",0,0,DW Deutsch,Germany
764,@mandelzweig5453,Israel hat 3 Frauen erschossen und ein kleines Kind auf der Straße Israel hat angefangen,0,0,DW Deutsch,Germany
765,@PeterPan-lq1gx,Weinen Sie leiser. Es gibt unzählige Berichte in denen Israelis zu Wort kommen.,0,0,DW Deutsch,Germany
766,@mandelzweig5453,"Da die Israelis zu feige sind auf dem Boden mit Hamas zu kämpfen, sind ihnen die Luftangriffe lieber, um einen Hamas Kämpfer zu töten bombardieren sie ein Flüchtlingslager und töten 400 Menschen!! so machen es feiglinge, Hauptsache sie bleiben am Leben, den laut israelische Medien sterben auf dem Boden  jeden Tag fast 25 israelische Soldaten",0,0,DW Deutsch,Germany
767,@PeterPan-lq1gx,Selbst Schuld. Warum stürzen Palästinenser nicht die Hamas?,0,0,DW Deutsch,Germany
768,@reinerhohnii.6662,"Ja, um den ""Kompromiss"" zu erreichen, daß Deutschland die 2 Mio. Palästinenser aufnimmt.",0,0,DW Deutsch,Germany
769,@reinerhohnii.6662,Die Hamas ist nicht mehr als ein Name.,0,0,DW Deutsch,Germany
770,@appletree6741," @reinerhohnii.6662  ich denke das muss man sich vorher überlegen, und die Hamas hat sich halt gedacht, dass man sich toll zwischen Zivilisten verstecken kann",0,0,DW Deutsch,Germany
771,@reinerhohnii.6662,"Die Frage wäre ja: WO will man sich auf einem wenige qkm großen, voll bebauten Gebiet denn sonst verstecken...?",0,0,DW Deutsch,Germany
772,@reinerhohnii.6662,"Aha!
Also ist die Hamas vollkommen zu Unrecht ""saúer"" auf Israel?",0,0,DW Deutsch,Germany
773,@n.a.9241,​ @MrPatrick1212la Kinder töten finden sie richtig?,0,0,DW Deutsch,Germany
774,@angelheartkrone182,Gott sagt Israel ist mein Augapfel .Wer Israel verflucht wird verflucht .Wer Israel segnet der wird gesegnet.,0,0,DW Deutsch,Germany
775,@MrPatrick1212la,"israel macht absolut alles richtig
...so eine Konsequenz wünsche ich mir auch von deutschland/ unserer Regierung. Hoffe das israel siegreich bleibt",4,0,DW Deutsch,Germany
776,@hansclemensdetlef9117,Musst du nicht,0,0,DW Deutsch,Germany
777,@woody6865,"Wer hier nicht leben will, soll gehen. Aber vielleicht ist das Bürgergeld zu hoch?",3,0,DW Deutsch,Germany
778,@appletree6741,Waffenruhe hilft nur der Hamas. Israel hätte überhaupt keinen Deal machen soll mit den Terroristen,0,0,DW Deutsch,Germany
779,@elxxpapi6326, @BrigitteMocker  kannst eine andere Meinung nicht akzeptieren? Wie alt bist du eigentlich?,3,0,DW Deutsch,Germany
780,@PeterPan-lq1gx,"Warum leben Sie dann nicht i Gaza, sondern hier im schönen westlichen Deutschland?",4,0,DW Deutsch,Germany
781,@jedeslebenistnurgeliehen4430,"geh dahin, wo du dich nicht schämst, niemand schreibt dir vor in Schland zu bleiben.",6,0,DW Deutsch,Germany
782,@BrigitteMocker,Dann geh doch!,8,0,DW Deutsch,Germany
783,@bissigekatze23,"da kann man sehen ,dass die Hamas palästinensische und israelische Menschenleben egal sind 
Die verstecken sich unter Tunnel ",0,0,DW Deutsch,Germany
784,@dersozialewestfale5114,Kein Land ist so dämlich und wirft eine Atombombe auf sein Nachbarland. Die Meeresbrise würde zudem den Fallout ins Inland in Richtung Israel drücken.,0,0,DW Deutsch,Germany
785,@ArneBab,"Doch, Israel ist besser: es ist ein großer Unterschied, ob Zivilisten die bewusst gewählten ZIele sind, oder ob Zivilisten mitbetroffen werden, weil Kämpfer der anderen Seite sie bewusst als Schutzschilde missbrauchen. Um Hamas zu zitieren: „Es ist nicht unsere Aufgabe, Schutzräume für Zivilisten in Gaza zu schaffen, das ist Aufgabe der UN“. Das ist die angebliche Regierung von Gaza: die Zivilisten sind ihnen egal, deswegen produzieren sie mit voller Absicht immer wieder Situationen, in denen Israel Zivilisten in Israel nur durch Aktionen reduzieren kann, die Zivilisten in Gaza schaden.",0,0,DW Deutsch,Germany
786,@elxxpapi6326,Stimmt. Israel hat den Angriff kommen sehen und bewusst nichts gemacht um dort alles platt zu machen.,0,0,DW Deutsch,Germany
787,@dagmarvandoren9364,Richtig.   Richtig,4,0,DW Deutsch,Germany
788,@appletree6741,"Die palästinensischen Opfer sind wirklich erschreckend, aber ich gebe Hamas die Hauptschuld dafür. Wieso bauen Hamas hunderte km Tunnel aber keine Schutzbunker für ihre Bürger? Wieso hat Hamas die Greueltaten vom 7. Oktober begangen wenn sie wusste dass  Israel darauf reagieren wird?",0,0,DW Deutsch,Germany
789,@dersozialewestfale5114,"Die Kinder in Gaza sollten sich im Fernsehen lieber die echte Mickey Maus ansehen,  anstatt diesen antisemitischen Abklatsch namens Farfur.",0,0,DW Deutsch,Germany
790,@hermit9946,Isreal ist um Dimensionen besser,1,0,DW Deutsch,Germany
791,@Katharina-yb9ng,Dann lehnt euch endlich GEGEN die HAMAS auf!!,2,0,DW Deutsch,Germany
792,@fluffy-cat654,"Ernsthaft?  Ist ein Staat, der Terroristen bekämpft, für Sie nicht besser als Terroristen, die Zivilisten vergewaltigen, foltern und töten?",2,0,DW Deutsch,Germany
793,@user-ee8nz7gy6g,"Was sollen sie tun?
Sich Abschlachten lassen?
Babys in den Backofen oder Mikrowelle?!
Was Hamas getan hat,ist unverzeihlich.
Und die Kinder die sie Ansprechen,werden von klein auf zu Hass erzogen.
Erst wenn Araber ihre Kinder mehr lieben als sie Israel Hassen,erst dann wird es Frieden geben.Wird aber nie passieren.",3,0,DW Deutsch,Germany
794,@banjalukanr1, die Hamas hat doch wiederholt begonnen. Seid ihr alle dumm,2,0,DW Deutsch,Germany
795,@serifeuzun8487, @hansclemensdetlef9117  du auch,0,0,DW Deutsch,Germany
796,@hansclemensdetlef9117,Ihr seid verloren,0,0,DW Deutsch,Germany
797,@hans-christiandreel1448,Kinder sind immer die Opfer des Fehlverhaltens ihrer Eltern.,0,0,DW Deutsch,Germany
798,@serifeuzun8487,,0,0,DW Deutsch,Germany
799,@movietower6095,"Warum beschwert ihr euch? Der Tenor war doch: Uneingeschränkte Solidarität mit Israel!
Bitteschön! So sieht das dann aus.",11,11,DW Deutsch,Germany
800,@wapitiboobiz613,Et moins 50% sur les chaussures !!!,1,1,FRANCE 24,France
801,@pierredupuy-zj4ho,Il a tout gagné   LOL,0,0,FRANCE 24,France
802,@maryjuanna4801,Un beau souvenir de Gaza  bien mérité qu'il gardera toute sa vie,12,0,FRANCE 24,France
803,@user-nx9be5cr4t,BIBI EN SLIP A GHAZA,0,0,FRANCE 24,France
804,@bebetoromario5131,Il y a une très grande différence entre un réserviste chetif et un résistant aguerrie,1,0,FRANCE 24,France
805,@louloute0699,Et ce  vaillant soldat a assassiné et blessé combien de bébés avant de perdre sa jambe?,0,0,FRANCE 24,France
806,@danubebleu.9430,"Netanyahu est enragé comme
Un taureau blessé.",0,0,FRANCE 24,France
807,@SlamiEton,"Le prix de l’horreur !  Les enfants palestiniens eux , n’ont pas le choix: ils sont morts !",0,0,FRANCE 24,France
808,@SlamiEton,"Quelle raclée !
La libération des otages … morts ?",0,0,FRANCE 24,France
809,@ramy58,Va t’inscrire à la caf la France te donnera la légion d’honneur et une grosse pensions.,0,0,FRANCE 24,France
810,@tijanimoncef5314,,0,0,FRANCE 24,France
811,@user-st9qc7fp8d,On avait jamais vu celà auparavant.  Mais j'ai bien peur que les israéliens devraient s'y habituer maintenant.,0,0,FRANCE 24,France
812,@ThiernohamidouBa-ty1zg,C'est petites pour vous,0,0,FRANCE 24,France
813,@moribasanogo5300,Je regarde des vidéos de combat avec ce que je vois le hamas ne perdra jamais . C'est comme si s'était un jeux vidéo en mode force spéciale les soldats israéliens meurent comme des canards ,2,1,FRANCE 24,France
814,@nargesse4592,"Combien de civils palestiniens ont perdu  d'enfants , de père,  de mère,  de familles , de proches et  de vies depuis la colonialisation de leur pays ? En 60 derniers jours seulement,  20 000 civils palestiniens dint 7000 enfants sont tués par des bombardements israeliens.",0,0,FRANCE 24,France
815,@nomprenom7902,Que dieu les maudisse amen,0,0,FRANCE 24,France
816,@alioundour41,Merci la Palestine,0,0,FRANCE 24,France
817,@mortallaniang5474,Bravo le hamas,0,0,FRANCE 24,France
818,@pascalheimbach861,"Que Netanyahou aille lui même sur le champ de bataille pour montrer l'exemple. 
Les premiers ministres chevaliers n'existent pas.",0,0,FRANCE 24,France
819,@pascalheimbach861,"Combien encore de vies brisées : arabo-palestiniennes et israéliennes.
Afin d'éviter ce type de scénario que les troupes de Tsahal ont quitté le Liban sud.",0,0,FRANCE 24,France
820,@MimiMimi-yz7fx,Grave excellent je me fais un malin plaisir,0,0,FRANCE 24,France
821,@maryjuanna4801,,0,0,FRANCE 24,France
822,@pirate-des-caraibes,après tout les crimes commis pas tsahal ils ne vont pas nous faires pleurée sur leurs pauvres sort .....,6,0,FRANCE 24,France
823,@salladinable,C est des hommes en face,0,0,FRANCE 24,France
824,@kamelmestar1961,il  est  parti  faire  du  mal  alors  il a subi  le  mal,3,0,FRANCE 24,France
825,@Delta0909,"C'est bizarre, j'étais contente",0,0,FRANCE 24,France
826,@hamidabdelhamid-sr6qw,ils  font les victimes    alors     se  sont eux  les agresseurs  sans le  soutien des etats    unis    les      laches    israeliens    les captirons  vivant,1,0,FRANCE 24,France
827,@SocateYoucef,Voila de brave jeunne de 20 ans qui se sacrifient volontairement pour les beaux yeux de bibi .,7,2,FRANCE 24,France
828,@ma4763,"il a eu sa revanche , au prix de son pied",0,0,FRANCE 24,France
829,@cerveau6663,"Qu'il s'inquiète pas sa jambe va repousser. Comme un reptile. 
En tout cas je ne vais pas le pleurer.",0,0,FRANCE 24,France
830,@user-db8xh9kp9b,Ça nous fait une belle jambe.,0,0,FRANCE 24,France
831,@zibovichzlatco1196,Ils ya aussi des milliers de soldats  sahayina qui sont mort,0,0,FRANCE 24,France
832,@gomchenlama,"L'idéalisme de la jeunesse conditionnée par la propagande de qui perd sa vie ou sa santé pour la bêtise et l""avidité de quelques uns.",1,0,FRANCE 24,France
833,@user-dj4wf8bw4u,Allãh est si fort et stratégique que tout individu sur terre  le maudit nataniaho,0,0,FRANCE 24,France
834,@212_Ma,"Donner la parole à des criminels qui n’hésiteraient pas à recommencer si il le fallait, voilà le monde dans lequel on vit mesdames et messieurs ",4,0,FRANCE 24,France
835,@AF-pi3rz,Pendant que tu te bat le fils de ton ministre est à Miami pour bronzé.......,1,0,FRANCE 24,France
836,@nadjetaouadi7360,La Palestine elle aussi se défend,1,0,FRANCE 24,France
837,@bobby-pm5fv,Et pendant ce temps le fils de BiBi est entrains de boire des cocktails à Miami,1,0,FRANCE 24,France
838,@zeropointe,"C est ca la guerre ....

Et voila encore une fois les arabes qui humilient ceux qui les combattent sur leur terrain ,avec un materiel a moins de 50 euros

Si ils avaient les charres et avions aux millions , 30 secondes avec tactiques  bien ciblés et non comme tsahal , on a l impressions qu ils jouent dans playstations....en reduisant tout en poudre a l aveugle....a pousser les portes avec leur pieds ils tirent et y a rien derriere...juste la fumee de leur armes....de VRAI MR BEEN   netanyahou a humilié l armee d israel...

Netanyahou a sous estimé le hammas...il a perdu la guerre d avance",0,0,FRANCE 24,France
839,@filalihatim7275,"Le chiffre avancé de 2000 blessés est vrai mais vous oubliez de préciser que ces 2000 blessés sont les blessés à vie  (amputés,défigurés,paralysés),mais le nombre total de blessés est de 11 000 sans oublier de préciser le nombre de morts qui est de 3000. Bref,ils feraient mieux de rentrer dans leurs colonies et au plus vite,ils sont face à des Hommes,des vrais.",1,0,FRANCE 24,France
840,@user-yg8rt7or2j,"Ils comprendront ce qu'est de marcher sur une jambe, les israéliens etait leurs jeux favoris estropiers les Gazaoui, cette armée edt une honte pour l'humanité",0,0,FRANCE 24,France
841,@triptik7557,Juste blessé c’est dommage..,0,0,FRANCE 24,France
